Name;Tag;Coordinates;Base Item;Attack Damage;Attack Speed;Ability;Armor;Armor Toughness;Enchantments;Bonus Stats;Obtain
Scarred Notepad;Book;['(-2136, 71, 3677)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Tharxax City Treasury room, in which a tax collector for Maelihs questions their dedication to the chaos deity after seeing life in Tharxax.']
Scholar's Pondering;Book;['(-3186, 64, 1251)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in New Elvett. It notes the odd towers connected to the bridge over the area, wondering how they may be connected together.']
Scribbled Note;Book;['(1690, 65, -617)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest at a house in southwestern Akhlo'Rohma, just north of Drahbes. It hints at a Runic Catalyst hidden under the garden of the house."]
Scribbled Notes;Book;['(5101, 149, 6315)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in the Emperor's Estate."]
Scribe Erato's Account;Book;['(5580, 202, 2972)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Teiruun Monastery. It describes a scribe in the monastery hearing loud clanking sounds late at night, likely referencing some kind of experimentation going on at the facility.']
Scripture from a far off land;Book;['(4453, 119, -3274)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at The Grimm Troupe, in the far west of The Frozen Bite. Like the rest of the building it inhabits, it is a Hollow Knight reference.']
Sea Priest's Musings;Book;['(1843.5, 69, 4263.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame at Dahr's Shrine in Port Solitude. It is not a writable book, but rather contains a hint as to the accepted Devotion items for Abyssal Elder Dahr."]
Servant's Journal;Book;['(5118, 158, 6350)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in the Emperor's Estate."]
Servent's Lament;Book;['(1522, 150, -1950)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Ancehl Castle.']
Shi'en's Notes;Book;['(5615, 156, 3008)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the underground section of Teiruun Monastery in the same room as Immortal Monk Shi'en, showing that the attempts at ascending Drehmari into Virmari without Virtuo have failed."]
Shirua's Teachings;Book;['(-86, 164, 2807)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Drehua Temple, sacred place of Drehmal. It is one of four "Parables" in Drehua Temple, which each depict the serpent deity speaking with—and giving advice to—a Drehmari. This book sees an old Drehmari nun consult Drehmal when her town is running low on water, and being brought by the Realmbinder to an ancient rune. She is then instructed by the deity to ensure that her people\'s most important practices and teachings live on by using the written word to record their history, which in turn becomes the only reason that we have records of Drehmal\'s activity from the early second Avihm at all in Drehua Temple.']
Shorusharoh's Teachings;Book;['(-86, 164, 2811)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Drehua Temple, sacred place of Drehmal. It is one of four "Parables" in Drehua Temple, which each depict the serpent deity speaking with—and giving advice to—a Drehmari. In this book, a tired Drehmal comes across a scribe\'s apprentice who has been tasked with counting all the healthy trees in a massive orchard, and teaches them to approach their tasks with patience, as a job well done over a long time is the most rewarding. On this note, the serpent informs this Drehmari that they are content with their own work reshaping the realm for the time being, and are going to rest, before slithering away to the Primal Caverns to begin their indefinite slumber, making this likely the final recorded sighting of Drehmal.']
Shrine Visitor Information;Book;['(4306, 66, 6539)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern at a shrine to Drehmal in the far southwest of Sahd.']
Simplicity's Reward;Book;['(2733, 125, -1979)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the ruins of Azaim, in northern Akhlo'Rohma. It describes the night of Avsohm's fall, and concludes that a simple life which does not invite unwanted forces is the best way to live."]
So Now You Work At the Exodus Citadel! FAQ (Vault);Book;['(-2614, 70, 2324)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at the Exodus Citadel. It is an FAQ for new employees of the Citadel, intended to answer questions about the Exodus Vault|vault beneath it.']
Southern Exploration;Book;['(3961, 84, 3477)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in one of the buildings in Firteid, in which a Drehmari recounts their exploration of the Black Jungle's southern coast, including a sighting of the Sahdan Monastery."]
Spelunker's Woes;Book;['(-3291, 38, 2273)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest, just outside a large cavern within the Sal'Anyr mesa, stating that there has been very little production from this cave."]
Spider Infestation;Book;['(-2967, 134, -192)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Ebonrun, hinting at the location of the Flammer legendary in southern Mt. Ebonfire.']
Stasis Subject Roster;Book;['(799.5, 21, 631.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the Stasis Facility, listing the twenty-four high-ranking Avsohmic officials who were kept in temporal stasis pods in this facility. Players may spawn in any of the eight chambers on the lower floor, numbered #1-8, effectively taking up the character of any of the first eight people listed. Some other names listed are mentioned in the lore of the map, but are not playable.']
Storm's Gathering;Book;['(4888, 104, -3355)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Shivering Pines Inn.']
Strange Prayer...;Book;['(4022, 76, 3430)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Firteid, hidden beneath the floorboards of a small house. It seems to be a an easter egg referencing the third co-lead developer of the map, DomeMaster.']
Survivor's Account;Book;['(1049, 66, 2173)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the ruins of Rhaverik in the North Heartwood. From it, we learn that Rhaverik was a mining town, and was warned not to continue mining for rehntite by a traveling witch. They refused to heed this warning, and most of the town was lost to a colossal sinkhole.']
Swamp Expeditions;Book;['(-1723, 161, 1879)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Fort Nimahj, describing an expedition into Nimahj Swamp in which a Drehmari spotted the Exodus Citadel.']
THE BATHS ARE BACK!;Book;['(3825, 97, 3506)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Firteid. It celebrates the re-opening of the city's public baths, and hints at a celestial chondrule in the building."]
TO-DO LIST;Book;['(-213, 107.5, 1645.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in an item frame on a tree within the main central domed building in Av'Sal. It is seemingly written by a Mihkmari inhabitant of the ruined capital."]
Tale of Maehrn'Vhos;Book;['(-2251, 119, -140)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a lectern at the western end of Maehrn'Vhos, preaching the wall's history."]
Tattered Diary of Klyhf Him'lahk;Book;['(-3989, 90, 6021)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Burnt Palace. It tells the tale of its author, Klyhf|Klyhf Him'Lahk, an alchemist from Red Dawn who defected to Maelihs in early Av3, and grew over time to become a genuine friend of the deity, working for him while also attempting to complete the Great Work on the side. This book establishes that the Great Work is the wielding of divine magic by a non-deity, and eventually, the author decides that the only way to complete the Great Work is to attempt to sacrifice Mael."]
Tattered Pamphlet;Book;['(-1731, 65, 3884)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Semehol. It calls for the people of Semehol to revolt against Maelihs.']
Tech Legacy;Book;['(6218, 139, -1764)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in a lighthouse on the east coast of Highfall Tundra, written by the keeper of the lighthouse.']
Tergei's Log;Book;['(-1160, 80, 1180)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book is found in a chest at Homesick Tergei's small camp, north of the North Tharxax tower."]
Tharhan: A Land of Conquest (Chapter 1);Book;['(-1719, 161, 1901)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Fort Nimahj. It is the first of four chapters, and tells the story of the First Tharhan Empire. Particular focus is given to their practices of shipping criminals away, sending felons south to Rhaveloth to be converted to Maelmari and misdemeanants north to The Ebony Veldt, where they would go on to found Caer Adacia.']
Tharhan: A Land of Conquest (Chapter 2);Book;['(-2109, 115, 3578)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Lord Magister\'s Residence atop Tharxax City. It is the second of four books in the "Tharhan: A Land of Conquest" series, and focuses on the emergence of the Six Tharhan Kingdoms in early Av2, including their wars with the Casain Empire.']
Tharhan: A Land of Conquest (Chapter 3);Book;['(-2205, 92, 2497)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at an abandoned Tharhan fort in the Nimahj Swamp region. It is the third of four books in the "Tharhan: A Land of Conquest" series, continuing the saga of the Tharhan Empires. This chapter\'s contents include the eventual victory over Casain invaders, the foundation of the Second Tharhan Empire, and the empire\'s eventual subjugation at the hands of Avsohm.']
Tharhan: A Land of Conquest (Chapter 4);Book;['(-1688, 69, 3885)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Semehol. It is the last of four books in the "Tharhan: A Land of Conquest" series, and focuses on the Tharhan experience under Avsohm|Avsohmic rule, up through the Fall of Avsohm|fall of the empire. It also establishes that this book series was written during the time of the Insohm|Order of Insohm, ending on the hope that Insohm can liberate the Tharhan Plains.']
The Arcane Alchemist;Book;['(-1566, 71, -438)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at the Okeke inn. Its author is a practitioner of both arcanism and alchemy, and helps to explain the difference while asserting their personal preferences between the arts.']
The Avsohmic Miracle;Book;['(4553, 104, 1591)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Insohmic Library. It discusses the manner through which Avsohm was able to rise to such great power so quickly through an empirical lens, arguing that multiple alchemical fields underwent incredibly rapid revolutions, paving the way for Avsohmic domination, rather than divine intervention being the cause behind the empire's power."]
The Battle of River Street;Book;['(4024, 80, 3444)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest beneath a staircase within a house in Firteid. The author of the book lists several reasons why their neighbor planting a rose bush is destructive to the community, and threatens to personally remove it.']
The Boyhood Days of Drehn Mal'Sohm;Book;['(-86, 72, 1486)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in northeastern Av'Sal. It is something of a propaganda piece, glorifying the childhood of Avsohm's first emperor, Drehn|Drehn Mal'Sohm, in the form of a childrens' book. It paints Drehn as a near-prodigy, as well as a young boy of incredibly upstanding moral character that other children should aim to replicate."]
The Casain Empire;Book;['(-2725, 54, -1826)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Athrah library, and tells a detailed history of the Casain Empire.']
The Casain Migration and Its Impact;Book;['(2080, 112, -802)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the library in Dusps, providing insight to the Casain diaspora from their home region to Dusps, and the political ramifications of that event.']
The Crypts of Akhlo'Rohma;Book;['(2081, 115, -802)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the library in Dusps, and contains information on the crypts below Ancehl Castle.']
The Daily Brunt: Fires, Fires, and More Fires!;Book;['(-2813, 73, 5248)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Rhaveloth. It is a community newspaper article, reporting on a building in eastern Rhaveloth burning down.']
The Debilitating Side Effects of Primal Khivesbrew;Book;['(-3196, 73, 1565)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in The Foundry. It describes the significant drawbacks of Primal Khivesbrew.']
The Epic of Homli Tahsgan;Book;['(2823, 84, -3026)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Faehrcyle. In the form of an epic poem, it recites the tale of Homli Tahsgan.']
The Fall of Avsohm;Book;['(520, 67, 1835)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in Drabyel, along with The Rise of Avsohm. It contains a very abridged history of the end of the Avsohm|Avsohmic Empire, from the death of Drehn|Drehn Mal'Sohm to the reign of the final two emperors and eventual collapse."]
The Fifty-Seven Precepts of Zote;Book;['(4478, 118, -3257)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in the Grimm Troupe, in the far west of The Frozen Bite. It is a reference to the 57 Precepts of Zote from Hollow Knight.']
The Frostfang Catastrophe;Book;['(-1554, 71, -471)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest on the upper level of the library in Okeke, and tells the story of the Frostfang Catastrophe.']
The Good Old Days;Book;['(2744, 81, -389)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in an abandoned Tehrmian village in northeastern Purity Peaks/southeastern Akhlo'Rohma. It provides some insight on the history of the Purity Peaks/Tehrmia region, reminiscing over days when the Tehrmari presence on the continent was much stronger."]
The Great Work;Book;['(-2422, 86, 2947)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in the Nimahj Alchemy Fortress. It provides some insight as to what the Great Work, the ultimate goal of all alchemists, is. It also states that the Great Work has been completed twice, by the Aok|First Necromancer and the "Akim|Lord of Dust."']
